,user_id,moyenne_notes
484,62619,
485,62933,3.0
486,62990,2.0
487,63020,10.0
488,63173,3.0
489,63339,10.0
490,63441,6.0
491,63821,10.0
492,63910,6.0
493,63921,9.0
494,64012,7.0
495,64291,1.0
496,64293,8.0
497,64317,6.0
498,64348,2.0
499,64374,7.0
500,64910,9.0
501,64981,6.0
502,65028,7.0
503,65311,10.0
504,65360,10.0
505,65433,10.0
506,65492,2.0
507,65597,10.0
508,65678,10.0
509,65938,10.0
510,66029,10.0
511,66141,3.0
512,66144,10.0
513,66150,10.0
514,66271,10.0
515,66476,
516,66699,1.0
517,66855,7.0
518,66875,
519,66978,10.0
520,67067,
521,67095,
522,67124,8.0
523,67180,10.0
524,67277,10.0
525,67477,6.0
526,67540,2.0
527,67541,3.0
528,67674,9.0
529,67676,10.0
530,67869,10.0
531,68012,7.0
532,68248,10.0
533,68356,9.0
534,68509,10.0
535,68641,10.0
536,68737,2.0
537,69002,10.0
538,69142,1.0
539,69173,10.0
540,69210,8.0
541,69314,9.0
542,69375,8.0
543,69416,9.0
544,69907,9.0
545,69914,9.0
546,70009,8.0
547,70212,10.0
548,70295,9.0
549,70346,5.0
550,70588,10.0
551,70670,1.0
552,70782,8.0
553,71033,8.0
554,71086,1.0
555,71921,10.0
556,71939,7.0
557,71993,10.0
558,72075,7.0
559,72186,7.0
560,72262,7.0
561,72264,
562,72374,10.0
563,72395,9.0
564,72400,10.0
565,72605,7.0
566,72671,10.0
567,72731,9.0
568,72852,10.0
569,72854,10.0
570,72861,10.0
571,72865,10.0
572,72904,9.0
573,72926,9.0
574,72950,6.0
575,73040,9.0
576,73056,9.0
577,73110,1.0
578,73442,9.0
579,73668,6.0
580,73812,4.0
581,73918,8.0
582,74252,10.0
583,74258,5.0
584,74355,9.0
585,74369,10.0
586,74539,10.0
587,74610,10.0
588,74747,10.0
589,74781,8.0
590,74832,10.0
591,74855,9.0
592,74871,9.0
593,74877,9.0
594,74880,10.0
595,74889,10.0
596,74895,10.0
597,74905,10.0
598,74917,10.0
599,74955,9.0
600,74961,10.0
601,74962,9.0
602,74966,8.0
603,74968,10.0
604,74969,9.0
605,74977,9.0
606,74983,10.0
607,74986,10.0
608,75015,10.0
609,75020,6.0
610,75031,9.0
611,75057,10.0
612,75061,9.0
613,75064,10.0
614,75095,8.0
615,75096,8.0
616,75118,6.0
617,75126,1.0
618,75170,8.0
619,75186,10.0
620,75288,
621,75460,10.0
622,75473,8.0
623,75583,10.0
624,75635,9.0
625,75949,10.0
626,76325,9.0
627,76396,6.0
628,76447,10.0
629,76622,10.0
630,76647,1.0
631,76698,6.0
632,76801,1.0
633,76832,3.0
634,76931,10.0
635,76940,2.0
636,76942,10.0
637,77083,9.0
638,77132,10.0
639,77263,1.0
640,77322,
641,77466,9.0
642,77520,10.0
643,77553,10.0
644,77683,7.0
645,77725,3.0
646,77933,5.0
647,78140,10.0
648,78170,1.0
649,78269,10.0
650,78270,10.0
651,78440,10.0
652,78462,8.0
653,78563,2.0
654,78788,9.0
655,78804,
656,78806,10.0
657,79202,1.0
658,79220,10.0
659,79233,8.0
660,79359,6.0
661,79384,10.0
662,79405,4.0
663,79448,
664,79479,3.0
665,79643,8.0
666,79767,8.0
667,79866,8.0
668,79932,10.0
669,79936,10.0
670,79937,10.0
671,79939,10.0
672,79948,10.0
673,79949,10.0
674,79951,10.0
675,79955,10.0
676,79957,10.0
677,79958,10.0
678,79961,1.0
679,79976,10.0
680,79980,9.0
681,79995,10.0
682,80009,10.0
683,80025,7.0
684,80094,10.0
685,80114,10.0
686,80117,1.0
687,80144,10.0
688,80149,10.0
689,80158,10.0
690,80173,10.0
691,80174,10.0
692,80207,10.0
693,80234,10.0
694,80239,10.0
695,80281,10.0
696,80327,1.0
697,80392,10.0
698,80399,10.0
699,80411,10.0
700,80419,10.0
701,80435,10.0
702,80453,10.0
703,80455,9.0
704,80457,10.0
705,80483,10.0
706,80502,10.0
707,80508,10.0
708,80513,10.0
709,80524,1.0
710,80551,10.0
711,80614,10.0
712,80727,6.0
713,80794,10.0
714,80828,8.0
715,80831,10.0
716,80866,2.0
717,80998,9.0
718,81028,
719,81208,
720,81219,8.0
721,81304,1.0
722,81549,10.0
723,81551,10.0
724,81611,3.0
725,81652,10.0
726,81700,10.0
727,81822,8.0
728,81858,9.0
729,81870,8.0
730,81949,10.0
731,82070,8.0
732,82190,3.0
733,82204,10.0
734,82209,8.0
735,82213,5.0
736,82249,9.0
737,82318,10.0
738,82419,10.0
739,82437,
740,82483,9.0
741,82541,8.0
742,82593,3.0
743,82962,10.0
744,83124,10.0
745,83324,10.0
746,83458,5.0
747,83527,8.0
748,83580,10.0
749,83587,9.0
750,83824,2.0
751,83988,8.0
752,84103,
753,84193,2.0
754,84719,10.0
755,84784,10.0
756,84885,10.0
757,85062,7.0
758,85093,10.0
759,85295,9.0
760,85591,9.0
761,85641,10.0
762,85731,7.0
763,85809,5.0
764,85811,10.0
765,85993,9.0
766,86007,10.0
767,86100,10.0
768,86211,9.0
769,86338,3.0
770,86490,
771,86525,10.0
772,86533,8.0
773,86555,9.0
774,86580,7.0
775,86818,8.0
776,86937,2.0
777,87088,1.0
778,87219,10.0
779,87241,10.0
780,87281,9.0
781,87298,3.0
782,87455,10.0
783,87564,9.0
784,87570,
785,87737,1.0
786,87842,10.0
787,87920,8.0
788,88063,7.0
789,88072,3.0
790,88135,
791,88187,10.0
792,88198,1.0
793,88219,10.0
794,88266,
795,88286,10.0
796,88532,10.0
797,88643,8.0
798,88668,10.0
799,89001,10.0
800,89145,9.0
801,89160,10.0
802,89199,10.0
803,89326,7.0
804,89356,7.0
805,89359,8.0
806,89418,10.0
807,89492,10.0
808,89598,7.0
809,89831,10.0
810,89851,10.0
811,89886,7.0
812,90017,1.0
813,90064,10.0
814,90125,10.0
815,90190,2.0
816,90265,6.0
817,90486,10.0
818,90524,10.0
819,90874,10.0
820,90879,10.0
821,91072,10.0
822,91082,1.0
823,91207,10.0
824,91271,6.0
825,91278,5.0
826,91313,9.0
827,91491,4.0
828,91506,10.0
829,91534,
830,91667,8.0
831,91674,10.0
832,91735,4.0
833,91902,10.0
834,91966,10.0
835,91977,10.0
836,91981,9.0
837,92018,2.0
838,92158,9.0
839,92174,1.0
840,92298,10.0
841,92361,5.0
842,92472,1.0
843,92480,1.0
844,92527,9.0
845,92530,8.0
846,92566,8.0
847,92569,10.0
848,92876,10.0
849,92941,5.0
850,92956,10.0
851,93293,9.0
852,93306,5.0
853,93404,3.0
854,93445,10.0
855,93490,7.0
856,93507,10.0
857,93944,8.0
858,93956,10.0
859,94035,10.0
860,94066,10.0
861,94067,1.0
862,94068,10.0
863,94092,8.0
864,94144,3.0
865,94206,4.0
866,94330,7.0
867,94369,
868,94393,10.0
869,94433,7.0
870,94463,10.0
871,94474,10.0
872,94533,6.0
873,94603,10.0
874,94633,1.0
875,94662,3.0
876,94675,8.0
877,94785,10.0
878,94858,10.0
879,95027,10.0
880,95276,9.0
881,95401,8.0
882,95404,5.0
883,95693,6.0
884,95702,10.0
885,95705,
886,95783,10.0
887,95852,1.0
888,96051,5.0
889,96090,6.0
890,96096,10.0
891,96128,9.0
892,96203,10.0
893,96256,10.0
894,96272,10.0
895,96318,8.0
896,96396,
897,96538,8.0
898,96543,10.0
899,96615,10.0
900,96748,7.0
901,96762,9.0
902,96789,8.0
903,96826,10.0
904,96839,10.0
905,96866,10.0
906,96902,8.0
907,97028,8.0
908,97033,
909,97107,7.0
910,97208,
911,97326,
912,97477,10.0
913,97835,10.0
914,97883,1.0
915,97908,9.0
916,97936,10.0
917,98149,10.0
918,98211,9.0
919,98321,1.0
920,98465,10.0
921,98498,1.0
922,98618,10.0
923,98678,9.0
924,98691,10.0
925,98701,10.0
926,98708,10.0
927,98739,
928,98881,7.0
929,98884,6.0
930,98922,8.0
931,98966,3.0
932,98987,8.0
933,99016,
934,99321,9.0
935,99327,8.0
936,99762,1.0
937,99782,8.0
938,99901,6.0
939,100183,5.0
940,100304,8.0
941,100317,10.0
942,100380,1.0
943,100567,8.0
944,100634,1.0
945,100821,10.0
946,100822,10.0
947,100824,6.0
948,100885,9.0
949,100949,9.0
950,100983,10.0
951,101009,1.0
952,101118,7.0
953,101169,10.0
954,101277,
955,101282,8.0
956,101459,3.0
957,101469,
958,101482,10.0
959,101486,
960,101607,9.0
961,101703,9.0
962,101851,8.0
963,101971,10.0
964,101979,10.0
965,102031,8.0
966,102161,
967,102162,7.0
968,102164,10.0
969,102200,5.0
970,102229,
971,102250,8.0
972,102288,9.0
973,102299,10.0
974,102351,5.0
975,102400,9.0
976,102496,8.0
977,102535,9.0
978,102588,7.0
979,103235,7.0
980,103340,6.0
981,103581,9.0
982,103705,10.0
983,103754,9.0
984,103778,8.0
985,103820,7.0
986,103834,
987,103855,10.0
988,103899,9.0
989,104195,10.0
990,104260,
991,104275,7.0
992,104422,10.0
993,104544,7.0
994,105087,4.0
995,105161,
996,105315,10.0
997,105408,3.0
998,105478,8.0
999,105487,
1000,105691,4.0
1001,105769,6.0
1002,105790,10.0
1003,105809,
1004,105872,9.0
1005,105894,10.0
1006,105901,1.0
1007,105970,10.0
1008,106077,9.0
1009,106114,10.0
1010,106143,2.0
1011,106159,1.0
1012,106254,10.0
1013,106455,10.0
1014,106902,10.0
1015,106908,6.0
1016,106956,9.0
1017,107041,
1018,107089,7.0
1019,107121,9.0
1020,107415,9.0
1021,107448,10.0
1022,107528,8.0
1023,107716,10.0
1024,107926,1.0
1025,108005,1.0
1026,108028,1.0
1027,108040,7.0
1028,108060,10.0
1029,108167,10.0
1030,108197,1.0
1031,108237,10.0
1032,108239,10.0
1033,108291,10.0
1034,108546,10.0
1035,108567,10.0
1036,108613,5.0
1037,108759,10.0
1038,108947,10.0
1039,109025,9.0
1040,109343,8.0
1041,109433,10.0
1042,109518,10.0
1043,109617,
1044,109826,7.0
1045,110014,7.0
1046,110034,7.0
1047,110077,8.0
1048,110084,
1049,110144,10.0
1050,110148,8.0
1051,110199,10.0
1052,110230,10.0
1053,110254,1.0
1054,110406,10.0
1055,110457,7.0
1056,110506,10.0
1057,110689,8.0
1058,110698,10.0
1059,110879,2.0
1060,110943,7.0
1061,110969,8.0
1062,111141,7.0
1063,111272,6.0
1064,111648,10.0
1065,111695,10.0
1066,111731,9.0
1067,112074,10.0
1068,112117,8.0
1069,112243,5.0
1070,112279,10.0
1071,112284,8.0
1072,112459,10.0
1073,112472,10.0
1074,112559,10.0
1075,112575,9.0
1076,112613,10.0
1077,112666,
1078,112965,4.0
1079,112987,10.0
1080,113088,1.0
1081,113096,7.0
1082,113141,10.0
1083,113180,7.0
1084,113210,9.0
1085,113213,9.0
1086,113252,7.0
1087,113532,10.0
1088,113665,4.0
1089,113669,8.0
1090,114084,7.0
1091,114797,9.0
1092,114906,8.0
1093,115105,6.0
1094,115337,10.0
1095,115623,
1096,115723,10.0
1097,115855,8.0
1098,115958,10.0
1099,116032,8.0
1100,116163,7.0
1101,116292,7.0
1102,116627,7.0
1103,116788,9.0
1104,116904,8.0
1105,117039,9.0
1106,117061,6.0
1107,117130,9.0
1108,117289,1.0
1109,117538,8.0
1110,117716,10.0
1111,117791,10.0
1112,118306,8.0
1113,118390,2.0
1114,118405,10.0
1115,118416,8.0
1116,118611,8.0
1117,118758,8.0
1118,119067,10.0
1119,119210,10.0
1120,119315,8.0
1121,119329,10.0
1122,119354,6.0
1123,119485,8.0
1124,119655,7.0
1125,119661,10.0
1126,119682,6.0
1127,119879,8.0
1128,120058,6.0
1129,120224,9.0
1130,120567,6.0
1131,120684,9.0
1132,120704,10.0
1133,120711,10.0
1134,120768,6.0
1135,120862,9.0
1136,120919,1.0
1137,120926,10.0
1138,121158,8.0
1139,121278,6.0
1140,121443,10.0
1141,121528,10.0
1142,121595,10.0
1143,121712,10.0
1144,121825,10.0
1145,121927,9.0
1146,121974,10.0
1147,121989,4.0
1148,122037,10.0
1149,122416,9.0
1150,122570,7.0
1151,122573,10.0
1152,122823,2.0
1153,122860,9.0
1154,122920,10.0
1155,122921,9.0
1156,123089,8.0
1157,123304,
1158,123616,5.0
1159,123695,8.0
1160,123874,8.0
1161,123888,3.0
1162,123944,8.0
1163,124260,10.0
1164,124385,10.0
1165,124404,10.0
1166,124437,4.0
1167,124483,4.0
1168,124633,9.0
1169,124737,10.0
1170,124763,9.0
1171,124780,9.0
1172,125278,7.0
1173,125396,9.0
1174,125469,10.0
1175,125897,10.0
1176,125957,10.0
1177,126001,4.0
1178,126027,10.0
1179,126137,10.0
1180,126340,4.0
1181,126592,5.0
1182,126651,9.0
1183,126678,9.0
1184,126692,5.0
1185,126848,8.0
1186,127043,8.0
1187,127251,
1188,127314,10.0
1189,127489,9.0
1190,127642,3.0
1191,127813,10.0
1192,127925,4.0
1193,127951,10.0
1194,128043,10.0
1195,128094,9.0
1196,128117,8.0
1197,128183,8.0
1198,128410,8.0
1199,128425,4.0
1200,128476,6.0
1201,128638,9.0
1202,129297,9.0
1203,129306,10.0
1204,129744,10.0
1205,130053,8.0
1206,130188,10.0
1207,130283,2.0
1208,130363,10.0
1209,130377,8.0
1210,130392,9.0
1211,130513,
1212,130913,10.0
1213,131198,7.0
1214,131204,8.0
1215,131206,9.0
1216,131218,9.0
1217,131253,10.0
1218,131287,9.0
1219,131303,10.0
1220,131542,8.0
1221,131549,5.0
1222,131571,9.0
1223,131575,8.0
1224,131676,8.0
1225,131797,8.0
1226,131854,1.0
1227,131921,8.0
1228,131996,9.0
1229,132349,9.0
1230,132659,9.0
1231,132684,7.0
1232,132817,10.0
1233,132921,5.0
1234,132970,10.0
1235,133225,8.0
1236,133243,9.0
1237,133281,5.0
1238,133428,9.0
1239,133527,10.0
1240,133597,3.0
1241,133635,8.0
1242,133671,8.0
1243,133676,8.0
1244,133695,9.0
1245,133789,10.0
1246,133849,6.0
1247,133971,10.0
1248,134060,9.0
1249,134105,7.0
1250,134660,7.0
1251,134705,9.0
1252,135080,10.0
1253,135582,
1254,135634,10.0
1255,135742,8.0
1256,135889,6.0
1257,136030,10.0
1258,136164,1.0
1259,136168,9.0
1260,136320,10.0
1261,137243,10.0
1262,137658,10.0
1263,137786,1.0
1264,137929,4.0
1265,138077,8.0
1266,138486,9.0
1267,138501,1.0
1268,138780,10.0
1269,139023,8.0
1270,139205,8.0
1271,139929,1.0
1272,139961,7.0
1273,140030,10.0
1274,141105,9.0
1275,141133,2.0
1276,141457,6.0
1277,142073,8.0
1278,142353,1.0
1279,142390,6.0
1280,142484,9.0
1281,142881,10.0
1282,142887,10.0
1283,143070,9.0
1284,143106,10.0
1285,143478,10.0
1286,143730,10.0
1287,144384,9.0
1288,145391,10.0
1289,145595,6.0
1290,145777,4.0
1291,146560,1.0
1292,146670,
1293,147491,9.0
1294,147877,7.0
1295,148280,7.0
1296,149649,10.0
1297,149724,10.0
1298,150097,1.0
1299,150359,10.0
1300,150663,
1301,150903,
1302,150931,10.0
1303,151036,3.0
1304,151284,8.0
1305,151366,10.0
1306,151385,9.0
1307,151567,9.0
1308,151643,10.0
1309,153376,9.0
1310,153592,8.0
1311,153798,8.0
1312,154364,10.0
1313,154828,7.0
1314,156051,9.0
1315,156084,1.0
1316,156988,10.0
1317,157249,10.0
1318,158458,8.0
1319,158514,10.0
1320,158636,8.0
1321,158704,5.0
1322,158730,1.0
1323,159110,2.0
1324,159220,6.0
1325,159761,2.0
1326,159966,
1327,160254,5.0
1328,160689,8.0
1329,160913,
1330,160965,9.0
1331,161255,9.0
1332,162344,8.0
1333,162349,6.0
1334,162367,
1335,162375,8.0
1336,162620,10.0
1337,162776,8.0
1338,162784,10.0
1339,163587,10.0
1340,164255,9.0
1341,164432,9.0
1342,164752,8.0
1343,164873,10.0
1344,164938,10.0
1345,165299,9.0
1346,165317,7.0
1347,165450,8.0
1348,165570,6.0
1349,165914,5.0
1350,166403,10.0
1351,166688,1.0
1352,168293,8.0
1353,168350,1.0
1354,168580,10.0
1355,169197,10.0
1356,169838,10.0
1357,169989,9.0
1358,170164,10.0
1359,170356,2.0
1360,170659,5.0
1361,170706,8.0
1362,170740,8.0
1363,170935,8.0
1364,171157,10.0
1365,171212,8.0
1366,171722,9.0
1367,171864,8.0
1368,171913,9.0
1369,172215,10.0
1370,172425,9.0
1371,172805,10.0
1372,172846,10.0
1373,173441,8.0
1374,173940,
1375,174131,1.0
1376,174611,
1377,176072,9.0
1378,176084,10.0
1379,176217,10.0
1380,176699,10.0
1381,177825,7.0
1382,178603,9.0
1383,178795,10.0
1384,178910,8.0
1385,178945,9.0
1386,178953,10.0
1387,178990,6.0
1388,179471,5.0
1389,180330,9.0
1390,180466,7.0
1391,180477,8.0
1392,181116,10.0
1393,181157,8.0
1394,181264,10.0
1395,181294,10.0
1396,181455,10.0
1397,181460,8.0
1398,181677,7.0
1399,182439,10.0
1400,182600,10.0
1401,182646,10.0
1402,182706,8.0
1403,183308,10.0
1404,183641,
1405,183858,10.0
1406,184171,9.0
1407,184449,10.0
1408,184603,10.0
1409,185033,1.0
1410,185165,10.0
1411,185612,10.0
1412,185782,8.0
1413,185799,9.0
1414,185831,8.0
1415,185989,8.0
1416,186309,7.0
1417,186410,9.0
1418,186424,8.0
1419,186510,10.0
1420,186857,7.0
1421,187086,10.0
1422,187373,8.0
1423,187859,8.0
1424,187920,10.0
1425,187929,8.0
1426,187965,10.0
1427,188309,10.0
1428,188774,9.0
1429,188917,9.0
1430,188977,10.0
1431,189140,9.0
1432,189176,5.0
1433,189582,8.0
1434,189933,10.0
1435,189993,7.0
1436,190977,10.0
1437,191267,8.0
1438,191479,7.0
1439,193633,10.0
1440,193879,9.0
1441,194002,9.0
1442,194344,8.0
1443,194360,9.0
1444,194403,5.0
1445,195247,7.0
1446,195333,10.0
1447,195460,10.0
1448,195819,10.0
1449,195907,10.0
1450,196383,10.0
1451,196920,10.0
1452,197667,9.0
1453,197740,10.0
1454,198037,9.0
1455,198045,10.0
1456,198055,9.0
1457,198169,3.0
1458,198312,10.0
1459,198342,7.0
1460,198800,9.0
1461,198889,10.0
1462,199067,9.0
1463,199146,
1464,199227,8.0
1465,199616,10.0
1466,199749,10.0
1467,199774,
1468,200120,1.0
1469,200427,10.0
1470,200493,9.0
1471,200760,1.0
1472,201233,5.0
1473,201301,7.0
1474,201314,10.0
1475,201614,10.0
1476,202450,10.0
1477,202583,10.0
1478,202721,9.0
1479,202778,4.0
1480,203230,10.0
1481,203242,9.0
1482,204115,4.0
1483,204545,9.0
1484,204672,5.0
1485,204704,10.0
1486,204714,10.0
1487,205050,8.0
1488,205524,10.0
1489,205653,1.0
1490,205660,
1491,206383,9.0
1492,206587,10.0
1493,206960,9.0
1494,207184,10.0
1495,207207,10.0
1496,207219,10.0
1497,207449,8.0
1498,207727,10.0
1499,208060,1.0
1500,208073,8.0
1501,208609,2.0
1502,208636,10.0
1503,208720,10.0
1504,209000,5.0
1505,209002,7.0
1506,209006,9.0
1507,209008,9.0
1508,209081,9.0
1509,209346,10.0
1510,209556,9.0
1511,210199,1.0
1512,210510,10.0
1513,210657,3.0
1514,210834,7.0
1515,211025,
