,0
2786,20
2787,22
2788,26
2789,10
2790,37
2791,8
2792,10
2793,4
2794,23
2795,6
2796,29
2797,128
2798,9
2799,28
2800,11
2801,0
2802,6
2803,10
2804,29
2805,16
2806,2
2807,11
2808,13
2809,31
2810,5
2811,53
2812,22
2813,0
2814,66
2815,0
2816,19
2817,16
2818,7
2819,5
2820,10
2821,8
2822,1
2823,11
2824,3
2825,2
2826,7
2827,13
2828,23
2829,16
2830,1
2831,0
2832,15
2833,9
2834,0
2835,41
2836,16
2837,5
2838,51
2839,14
2840,66
2841,19
2842,0
2843,2
2844,36
2845,31
2846,77
2847,7
2848,43
2849,4
2850,26
2851,1
2852,41
2853,8
2854,32
2855,11
2856,26
2857,18
2858,4
2859,6
2860,6
2861,13
2862,12
2863,8
2864,28
2865,21
2866,5
2867,28
2868,142
2869,8
2870,1
2871,3
2872,37
2873,43
2874,2
2875,1
2876,2
2877,25
2878,27
2879,41
2880,2
2881,2
2882,3
2883,35
2884,8
2885,17
2886,4
2887,2
2888,25
2889,5
2890,54
2891,29
2892,10
2893,3
2894,14
2895,2
2896,25
2897,7
2898,25
2899,3
2900,16
2901,13
2902,4
2903,101
2904,20
2905,49
2906,23
2907,0
2908,2
2909,1
2910,12
2911,33
2912,64
2913,2
2914,9946
2915,38
2916,13
2917,5
2918,27
2919,26
2920,2
2921,8
2922,9
2923,2
2924,55
2925,21
2926,9
2927,10
2928,46
2929,8
2930,37
2931,66
2932,14
2933,38
2934,9
2935,105
2936,14
2937,1
2938,4
2939,8
2940,13
2941,1
2942,48
2943,16
2944,159
2945,0
2946,19
2947,27
2948,15
2949,7
2950,8
2951,18
2952,11
2953,6
2954,7
2955,5
2956,114
2957,43
2958,7
2959,32
2960,22
2961,24
2962,25
2963,2
2964,15
2965,0
2966,23
2967,16
2968,20
2969,13
2970,7
2971,15
2972,0
2973,25
2974,58
2975,6
2976,11
2977,42
2978,11
2979,0
2980,17
2981,0
2982,18
2983,7
2984,23
2985,13
2986,5
2987,3
2988,13
2989,6
2990,2
2991,38
2992,17
2993,12
2994,58
2995,37
